binomial,phylum,class,order,family,genus,Common.name,panth_bodymass_g,panth_metrate_g,panth_maxLong_m,panth_Mat_d,aa_femMat_d,aa_maleMat_d,aa_maxLong_y,aa_maxLong_m,aa_metrate_w,aa_bodymass_g,AA_Data.quality,kup_AdultMass,kup_maxLong_m,AT_bodymass_g,AT_metrate,AT_brain_g,mean_long,State,species
Phylidonyris novaehollandiae,Chordata,Aves,Passeriformes,Meliphagidae,Phylidonyris,New holland honeyeater,NA,NA,NA,NA,NA,NA,22.9,274.8,NA,NA,acceptable,NA,NA,18.9,NA,NA,274.8,NA,Phylidonyris_novaehollandiae
Phylidonyris pyrrhopterus,Chordata,Aves,Passeriformes,Meliphagidae,Phylidonyris,Crescent honeyeater,NA,NA,NA,NA,NA,NA,9.9,118.8,NA,NA,acceptable,NA,NA,14.6,0.321759259,NA,118.8,NA,Phylidonyris_pyrrhopterus
Phyllomedusa bicolor,Chordata,Amphibia,Anura,Phyllomedusidae,Phyllomedusa,Waxy treefrog,NA,NA,NA,NA,NA,NA,10.3,123.6,NA,NA,acceptable,NA,123.6,NA,NA,NA,123.6,NOC,Phyllomedusa_bicolor
Phylloscopus collybita,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,"Common chiffchaff, or Eurasian chiffchaff",NA,NA,NA,NA,365,365,8,96,0.165,8.2,acceptable,8.3,96,NA,NA,NA,96,DIU,Phylloscopus_collybita
Phylloscopus sibillatrix,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Wood warbler,NA,NA,NA,NA,365,365,10.2,122.4,NA,NA,acceptable,9.2,122.4,NA,NA,NA,122.4,NA,Phylloscopus_sibillatrix
Phylloscopus trochilus,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Willow warbler,NA,NA,NA,NA,365,365,11.8,141.6,0.208,10.7,acceptable,8.7,141.6,NA,NA,NA,141.6,DIU,Phylloscopus_trochilus
Phyllostomus discolor,Chordata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,Pale spear-nosed bat,36.7,33.5,NA,NA,NA,NA,9,108,0.267,33.5,acceptable,43.4,108,33,NA,0.89,108,NA,Phyllostomus_discolor
Phyllostomus hastatus,Chordata,Mammalia,Chiroptera,Phyllostomidae,Phyllostomus,Greater spear-nosed bat,91.44,84.2,120,NA,730,730,18,216,0.559,84.2,acceptable,81,216,NA,NA,NA,168,NA,Phyllostomus_hastatus
Phymaturus antofagastensis,Chordata,Reptilia,Squamata,Liolaemidae,Phymaturus,Phymaturus antofagastensis,NA,NA,NA,NA,2191,2557,20,240,NA,NA,acceptable,NA,NA,NA,NA,NA,240,NA,Phymaturus_antofagastensis
Phymaturus patagonicus,Chordata,Reptilia,Squamata,Liolaemidae,Phymaturus,Patagonia mountain lizard,NA,NA,NA,NA,2557,3287,16,192,NA,NA,acceptable,NA,NA,NA,NA,NA,192,NA,Phymaturus_patagonicus
Phymaturus punae,Chordata,Reptilia,Squamata,Liolaemidae,Phymaturus,Cei's mountain lizard,NA,NA,NA,NA,2922,3287,20,240,NA,NA,acceptable,NA,NA,NA,NA,NA,240,NA,Phymaturus_punae
Physeter catodon,Chordata,Mammalia,Cetacea,Physeteridae,Physeter,NA,14540959.82,NA,924,3935.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,924,NA,Physeter_catodon
Physeter macrocephalus,Chordata,Mammalia,Cetacea,Physeteridae,Physeter,Sperm whale,NA,NA,NA,NA,2922,3650,77,924,NA,NA,acceptable,28500000,924,NA,NA,NA,924,NA,Physeter_macrocephalus
Physignathus cocincinus,Chordata,Reptilia,Squamata,Agamidae,Physignathus,"Chinese water dragon, or Water dragon",NA,NA,NA,NA,NA,NA,15.3,183.6,NA,NA,acceptable,193.42,183.6,NA,NA,NA,183.6,DIU,Physignathus_cocincinus
Physignathus lesueurii,Chordata,Reptilia,Squamata,Agamidae,Physignathus,Eastern water dragon,NA,NA,NA,NA,NA,NA,18.9,226.8,NA,NA,acceptable,NA,226.8,NA,NA,NA,226.8,DIU,Physignathus_lesueurii
Piaractus brachypomus,Chordata,Actinopterygii,Characiformes,Characidae,Piaractus,Pirapitinga,NA,NA,NA,NA,NA,NA,28,336,NA,NA,acceptable,13750,336,NA,NA,NA,336,NA,Piaractus_brachypomus
Pica hudsonia,Chordata,Aves,Passeriformes,Corvidae,Pica,Black-billed magpie,NA,NA,NA,NA,365,730,20,240,1.196,158.9,acceptable,177,240,NA,NA,NA,240,NA,Pica_hudsonia
Pica nuttalli,Chordata,Aves,Passeriformes,Corvidae,Pica,Yellow-billed magpie,NA,NA,NA,NA,365,365,10,120,1.471,151.9,questionable,159,120,160,NA,4.3,120,NA,Pica_nuttalli
Pica pica,Chordata,Aves,Passeriformes,Corvidae,Pica,Eurasian magpie,NA,NA,NA,NA,730,730,21.7,260.4,NA,NA,acceptable,178,260.4,NA,NA,NA,260.4,NA,Pica_pica
Picoides borealis,Chordata,Aves,Piciformes,Picidae,Picoides,Red-cockaded woodpecker,NA,NA,NA,NA,240,240,16.1,193.2,NA,NA,acceptable,56,193.2,NA,NA,NA,193.2,NA,Picoides_borealis
Picoides nuttallii,Chordata,Aves,Piciformes,Picidae,Picoides,Nuttall's woodpecker,NA,NA,NA,NA,NA,NA,7.8,93.6,NA,NA,acceptable,37.4,93.6,NA,NA,NA,93.6,NA,Picoides_nuttallii
Picoides pubescens,Chordata,Aves,Piciformes,Picidae,Picoides,Downy woodpecker,NA,NA,NA,NA,365,365,11.9,142.8,0.383,21.7,acceptable,25.6,142.8,NA,NA,NA,142.8,NA,Picoides_pubescens
Picoides tridactylus,Chordata,Aves,Piciformes,Picidae,Picoides,"Eurasian three-toed woodpecker, or Three-toed woodpecker",NA,NA,NA,NA,NA,NA,11.2,134.4,NA,NA,acceptable,65.7,134.4,NA,NA,NA,134.4,DIU,Picoides_tridactylus
Picoides villosus,Chordata,Aves,Piciformes,Picidae,Picoides,Hairy woodpecker,NA,NA,NA,NA,365,365,15.9,190.8,NA,NA,acceptable,62,190.8,NA,NA,NA,190.8,NA,Picoides_villosus
Picus viridis,Chordata,Aves,Piciformes,Picidae,Picus,Eurasian green woodpecker,NA,NA,NA,NA,365,365,15.2,182.4,NA,NA,acceptable,176,182.4,NA,NA,NA,182.4,NA,Picus_viridis
Pimephales notatus,Chordata,Teleostei,Cypriniformes,Leuciscidae,Pimephales,Bluntnose minnow,NA,NA,NA,NA,NA,NA,5,60,NA,NA,acceptable,NA,60,NA,NA,NA,60,NA,Pimephales_notatus
Pimephales promelas,Chordata,Teleostei,Cypriniformes,Leuciscidae,Pimephales,Fathead minnow,NA,NA,NA,NA,60,60,2,24,NA,NA,acceptable,NA,24,NA,NA,NA,24,NA,Pimephales_promelas
Pinctada margaritifera,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pacific pearl-oyster,NA,NA,NA,NA,NA,NA,5,60,NA,NA,acceptable,NA,NA,NA,NA,NA,60,NA,Pinctada_margaritifera
Pinicola enucleator,Chordata,Aves,Passeriformes,Fringillidae,Pinicola,Pine grosbeak,NA,NA,NA,NA,365,365,9.8,117.6,NA,NA,acceptable,65.3,117.6,NA,NA,NA,117.6,NA,Pinicola_enucleator
Pinus longaeva,Pinophyta,Pinopsida,Pinales,Pinaceae,Pinus,Great Basin bristlecone pine,NA,NA,NA,NA,NA,NA,5062,60744,NA,NA,acceptable,NA,NA,NA,NA,NA,60744,NA,Pinus_longaeva
Pionites leucogaster,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,White-bellied parrot,NA,NA,NA,NA,NA,NA,26,312,NA,NA,acceptable,155,312,NA,NA,NA,312,NA,Pionites_leucogaster
Pionites melanocephalus,Chordata,Aves,Psittaciformes,Psittacidae,Pionites,Black-headed parrot,NA,NA,NA,NA,NA,NA,22.6,271.2,NA,NA,acceptable,149,271.2,NA,NA,NA,271.2,NA,Pionites_melanocephalus
Pionopsitta pileata,Chordata,Aves,Psittaciformes,Psittacidae,Pionopsitta,Pileated parrot,NA,NA,NA,NA,NA,NA,16.8,201.6,NA,NA,acceptable,119,201.6,NA,NA,NA,201.6,NA,Pionopsitta_pileata
Pionus maximiliani,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,Scaly-headed parrot,NA,NA,NA,NA,NA,NA,16.2,194.4,NA,NA,acceptable,293,194.4,NA,NA,NA,194.4,NA,Pionus_maximiliani
Pionus menstruus,Chordata,Aves,Psittaciformes,Psittacidae,Pionus,Blue-headed parrot,NA,NA,NA,NA,NA,NA,20.6,247.2,NA,NA,acceptable,251,247.2,NA,NA,NA,247.2,NA,Pionus_menstruus
Pipa pipa,Chordata,Amphibia,Anura,Pipidae,Pipa,Surinam toad,NA,NA,NA,NA,NA,NA,7.7,92.4,NA,NA,acceptable,200,92.4,NA,NA,NA,92.4,NOC,Pipa_pipa
Pipilo chlorurus,Chordata,Aves,Passeriformes,Passerellidae,Pipilo,Green-tailed towhee,NA,NA,NA,NA,365,365,7.7,92.4,NA,NA,acceptable,28.88,92.4,30.25,0.575,NA,92.4,DIU,Pipilo_chlorurus
Pipilo erythrophthalmus,Chordata,Aves,Passeriformes,Passerellidae,Pipilo,Eastern towhee,NA,NA,NA,NA,365,365,12.3,147.6,NA,NA,acceptable,39.4,147.6,NA,NA,NA,147.6,NA,Pipilo_erythrophthalmus
Pipilo maculatus,Chordata,Aves,Passeriformes,Passerellidae,Pipilo,Spotted towhee,NA,NA,NA,NA,730,730,11,132,NA,NA,acceptable,40.4,132,NA,NA,NA,132,NA,Pipilo_maculatus
Pipistrellus hesperus,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,NA,3.56,NA,72.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.99,NOC,Pipistrellus_hesperus
Pipistrellus kuhlii,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Kuhl's pipistrelle,6.07,NA,NA,NA,NA,NA,8,96,NA,NA,acceptable,6,96,NA,NA,NA,96,NOC,Pipistrellus_kuhlii
Pipistrellus nathusii,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Nathusius's pipistrelle,7.44,NA,96,105.22,91,91,11,132,NA,NA,acceptable,10,132,NA,NA,NA,114,NA,Pipistrellus_nathusii
Pipistrellus pipistrellus,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,Common pipistrelle,5.3,NA,200.4,248.48,456,456,16.6,199.2,NA,NA,acceptable,5,199.2,NA,NA,NA,199.8,NA,Pipistrellus_pipistrellus
Pipistrellus subflavus,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus,NA,5.74,NA,180,245.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,NOC,Pipistrellus_subflavus
Piranga ludoviciana,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,Western tanager,NA,NA,NA,NA,365,365,15.3,183.6,NA,NA,acceptable,30,183.6,28.3,0.512,NA,183.6,NA,Piranga_ludoviciana
Piranga olivacea,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,Scarlet tanager,NA,NA,NA,NA,365,365,11.9,142.8,NA,NA,acceptable,29,142.8,NA,NA,NA,142.8,DIU,Piranga_olivacea
Piranga rubra,Chordata,Aves,Passeriformes,Cardinalidae,Piranga,Summer tanager,NA,NA,NA,NA,365,365,7.9,94.8,NA,NA,acceptable,40,94.8,NA,NA,NA,94.8,DIU,Piranga_rubra
Pithecia aequatorialis,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,Equatorial saki,2375.91,NA,178.8,NA,NA,NA,NA,NA,NA,NA,low,NA,NA,NA,NA,NA,178.8,NA,Pithecia_aequatorialis
Pithecia monachus,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,Monk saki,2109.55,NA,295.2,NA,NA,NA,25,300,NA,NA,acceptable,1780,300,NA,NA,NA,297.6,NA,Pithecia_monachus
Pithecia pithecia,Chordata,Mammalia,Primates,Pitheciidae,Pithecia,Guianan saki,1667.19,NA,248.4,1089.37,775,1460,36,432,NA,NA,high,1480,432,NA,NA,NA,340.2,NA,Pithecia_pithecia
Pithecophaga jefferyi,Chordata,Aves,Accipitriformes,Accipitridae,Pithecophaga,Philippine eagle,NA,NA,NA,NA,1825,2555,41,492,NA,NA,acceptable,6500,492,NA,NA,NA,492,NA,Pithecophaga_jefferyi
Pitta versicolor,Chordata,Aves,Passeriformes,Pittidae,Pitta,Noisy pitta,NA,NA,NA,NA,NA,NA,6,72,NA,NA,acceptable,NA,NA,100,NA,1.93732,72,NA,Pitta_versicolor
Pituophis catenifer,Chordata,Reptilia,Squamata,Colubridae,Pituophis,Gopher snake,NA,NA,NA,NA,NA,NA,33.8,405.6,NA,NA,acceptable,7275.5,405.6,NA,NA,NA,405.6,ARR,Pituophis_catenifer
Pituophis melanoleucus,Chordata,Reptilia,Squamata,Colubridae,Pituophis,"Pine snake, or Bull snake",NA,NA,NA,NA,NA,NA,22.4,268.8,NA,NA,acceptable,6407,268.8,NA,NA,NA,268.8,NA,Pituophis_melanoleucus
Placopecten magellanicus,Mollusca,Bivalvia,Ostreoida,Pectinidae,Placopecten,Sea scallop,NA,NA,NA,NA,NA,NA,20,240,NA,NA,acceptable,NA,NA,NA,NA,NA,240,NA,Placopecten_magellanicus
Plagiodontia aedium,Chordata,Mammalia,Rodentia,Capromyidae,Plagiodontia,Hispaniolan hutia,1268.86,NA,118.8,NA,NA,NA,15.9,190.8,NA,NA,acceptable,1267,190.8,NA,NA,NA,154.8,NA,Plagiodontia_aedium
Plagopterus argentissimus,Chordata,Teleostei,Cypriniformes,Leuciscidae,Plagopterus,Woundfin,NA,NA,NA,NA,NA,NA,4,48,NA,NA,acceptable,NA,48,NA,NA,NA,48,NA,Plagopterus_argentissimus
Planigale gilesi,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,Paucident planigale,9.34,9.45,60,272.11,240,NA,NA,NA,0.058,9.1,low,NA,NA,6.1,NA,0.17612,60,NA,Planigale_gilesi
Planigale ingrami,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,Long-tailed planigale,6.27,7.05,15.6,NA,NA,NA,NA,NA,0.065,8.8,low,NA,NA,4.1,NA,0.1554,15.6,NA,Planigale_ingrami
Planigale maculata,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,Pygmy planigale,12,12.05,48,308.79,290,NA,5.8,69.6,0.067,10.6,acceptable,10,69.6,6.7,NA,0.2072,58.8,NA,Planigale_maculata
Planigale tenuirostris,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Planigale,Narrow-nosed planigale,6.27,NA,36,272.11,240,NA,5.2,62.4,0.063,7.1,acceptable,5.3,62.4,3.9,NA,0.14504,49.2,NA,Planigale_tenuirostris
Platacanthomys lasiurus,Chordata,Mammalia,Rodentia,Platacanthomyidae,Platacanthomys,Malabar spiny dormouse,NA,NA,20.4,NA,NA,NA,NA,NA,NA,NA,low,NA,NA,NA,NA,NA,20.4,NA,Platacanthomys_lasiurus
Platalea ajaja,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,Roseate spoonbill,NA,NA,NA,NA,1095,1095,28,336,NA,NA,acceptable,1036.97,336,NA,NA,NA,336,NA,Platalea_ajaja
Platalea alba,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,African spoonbill,NA,NA,NA,NA,NA,NA,17.9,214.8,NA,NA,acceptable,1521,214.8,NA,NA,NA,214.8,NA,Platalea_alba
Platalea flavipes,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,Yellow-billed spoonbill,NA,NA,NA,NA,NA,NA,28.6,343.2,NA,NA,acceptable,1747.5,343.2,1871,NA,11.52032,343.2,NA,Platalea_flavipes
Platalea leucorodia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,Eurasian spoonbill,NA,NA,NA,NA,1095,1095,30.1,361.2,NA,NA,acceptable,1868,361.2,NA,NA,NA,361.2,NA,Platalea_leucorodia
Platalea minor,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,Black-faced spoonbill,NA,NA,NA,NA,NA,NA,15,180,NA,NA,acceptable,1228,180,NA,NA,NA,180,NA,Platalea_minor
Platalea regia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,Royal spoonbill,NA,NA,NA,NA,1095,1095,36.2,434.4,NA,NA,acceptable,NA,NA,1735,NA,11.8104,434.4,NA,Platalea_regia
Platanista gangetica,Chordata,Mammalia,Cetacea,Platanistidae,Platanista,Ganges dolphin,93481.96,NA,336,NA,3652,3652,NA,NA,NA,NA,low,NA,NA,NA,NA,NA,336,NA,Platanista_gangetica
Platanista minor,Chordata,Mammalia,Cetacea,Platanistidae,Platanista,NA,75990.24,NA,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,336,ARR,Platanista_minor
Platemys platycephala,Chordata,Reptilia,Testudines,Chelidae,Platemys,Twistneck turtle,NA,NA,NA,NA,NA,NA,20,240,NA,NA,acceptable,325,240,NA,NA,NA,240,NA,Platemys_platycephala
Platichthys flesus,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,European flounder,NA,NA,NA,NA,1505,1049,15,180,NA,NA,acceptable,7700,180,NA,NA,NA,180,NA,Platichthys_flesus
Platichthys stellatus,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,Starry flounder,NA,NA,NA,NA,NA,NA,24,288,NA,NA,acceptable,5005,288,NA,NA,NA,288,NA,Platichthys_stellatus
Platycephalus conatus,Chordata,Teleostei,Scorpaeniformes,Platycephalidae,Platycephalus,Deepwater flathead,NA,NA,NA,NA,2007,1642,20,240,NA,NA,acceptable,4000,240,NA,NA,NA,240,NA,Platycephalus_conatus
Platycercus elegans,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,Crimson rosella,NA,NA,NA,NA,454,NA,26.8,321.6,NA,NA,acceptable,124.5,321.6,124,NA,3.91608,321.6,NA,Platycercus_elegans
Platycercus eximius,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,Eastern rosella,NA,NA,NA,NA,363,NA,27.4,328.8,NA,NA,acceptable,104,328.8,105,NA,3.11836,328.8,NA,Platycercus_eximius
Platycercus icterotis,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,Western rosella,NA,NA,NA,NA,363,NA,13.2,158.4,NA,NA,questionable,63.3,158.4,65,NA,2.46568,158.4,NA,Platycercus_icterotis
Platycercus venustus,Chordata,Aves,Psittaciformes,Psittacidae,Platycercus,Northern rosella,NA,NA,NA,NA,363,NA,19.1,229.2,NA,NA,acceptable,89.5,229.2,92.5,NA,2.65216,229.2,NA,Platycercus_venustus
Platyrrhinus lineatus,Chordata,Mammalia,Chiroptera,Phyllostomidae,Platyrrhinus,White-lined broad-nosed bat,24.34,21.9,122.4,NA,NA,NA,13,156,0.25,21.9,acceptable,22,156,NA,NA,NA,139.2,NA,Platyrrhinus_lineatus
Platysaurus guttatus,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,Lesser flat lizard,NA,NA,NA,NA,NA,NA,15.6,187.2,NA,NA,acceptable,12.2,187.2,NA,NA,NA,187.2,NA,Platysaurus_guttatus
Platysaurus imperator,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,Emperor flat lizard,NA,NA,NA,NA,NA,NA,14,168,NA,NA,acceptable,NA,168,NA,NA,NA,168,NA,Platysaurus_imperator
Platysternon megacephalum,Chordata,Reptilia,Testudines,Platysternidae,Platysternon,Big-headed turtle,NA,NA,NA,NA,NA,NA,27,324,NA,NA,acceptable,NA,324,NA,NA,NA,324,NOC,Platysternon_megacephalum
Plecoglossus altivelis,Chordata,Teleostei,Osmeriformes,Osmeridae,Plecoglossus,Ayu,NA,NA,NA,NA,NA,NA,3,36,NA,NA,acceptable,NA,36,NA,NA,NA,36,NA,Plecoglossus_altivelis
Plecotus auritus,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,Brown big-eared bat,8.19,NA,360,338.33,365,365,30,360,0.082,10.2,acceptable,7.8,360,NA,NA,NA,360,NA,Plecotus_auritus
Plecotus austriacus,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,Gray big-eared bat,6.75,NA,180,NA,352,365,25.5,306,NA,NA,acceptable,12,306,NA,NA,NA,243,NA,Plecotus_austriacus
Plectorhyncha lanceolata,Chordata,Aves,Passeriformes,Meliphagidae,Plectorhyncha,Striped honeyeater,NA,NA,NA,NA,NA,NA,4.4,52.8,NA,NA,acceptable,NA,NA,40,NA,1.12924,52.8,NA,Plectorhyncha_lanceolata
Plectrophenax hyperboreus,Chordata,Aves,Passeriformes,Calcariidae,Plectrophenax,Mckay's bunting,NA,NA,NA,NA,364,365,4.8,57.6,NA,NA,acceptable,42,57.6,NA,NA,NA,57.6,NA,Plectrophenax_hyperboreus
Plectrophenax nivalis,Chordata,Aves,Passeriformes,Calcariidae,Plectrophenax,Snow bunting,NA,NA,NA,NA,365,365,10.2,122.4,NA,NA,acceptable,41.8,115.2,NA,NA,NA,122.4,DIU,Plectrophenax_nivalis
Plectropomus leopardus,Chordata,Actinopterygii,Perciformes,Serranidae,Plectropomus,Bluedotted coraltrout,NA,NA,NA,NA,1095,1277,26,312,NA,NA,acceptable,12980,312,NA,NA,NA,312,NA,Plectropomus_leopardus
Plectropterus gambensis,Chordata,Aves,Anseriformes,Anatidae,Plectropterus,Spur-winged goose,NA,NA,NA,NA,NA,NA,11.3,135.6,NA,NA,acceptable,3869,135.6,NA,NA,NA,135.6,NA,Plectropterus_gambensis
Plecturocebus cupreus,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,Coppery titi,NA,NA,NA,NA,1096,NA,26.4,316.8,NA,NA,acceptable,1120,316.8,NA,NA,NA,316.8,NA,Plecturocebus_cupreus
Plecturocebus donacophilus,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,Bolivian titi,NA,NA,NA,NA,NA,NA,25,300,NA,NA,acceptable,795,300,NA,NA,NA,300,NA,Plecturocebus_donacophilus
Plecturocebus moloch,Chordata,Mammalia,Primates,Pitheciidae,Plecturocebus,Dusky titi,NA,NA,NA,NA,912,NA,26.2,314.4,NA,NA,acceptable,804,314.4,NA,NA,NA,314.4,NA,Plecturocebus_moloch
Plegadis chihi,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,White-faced ibis,NA,NA,NA,NA,730,730,20.4,244.8,NA,NA,acceptable,487.5,244.8,NA,NA,NA,244.8,NA,Plegadis_chihi
Plegadis falcinellus,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,Glossy ibis,NA,NA,NA,NA,1095,1095,26.8,321.6,NA,NA,high,431.2,321.6,532.5,NA,5.30432,321.6,NA,Plegadis_falcinellus
Plegadis ridgwayi,Chordata,Aves,Pelecaniformes,Threskiornithidae,Plegadis,Puna ibis,NA,NA,NA,NA,NA,NA,18,216,NA,NA,acceptable,584,216,NA,NA,NA,216,NA,Plegadis_ridgwayi
Plethodon cinereus,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Eastern red-backed salamander,NA,NA,NA,NA,730,730,25,300,9.90E-05,0.76,acceptable,0.5,300,NA,NA,NA,300,NOC,Plethodon_cinereus
Plethodon dunni,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Dunn's salamander,NA,NA,NA,NA,1095,1095,11,132,NA,NA,acceptable,NA,132,NA,NA,NA,132,NA,Plethodon_dunni
Plethodon elongatus,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Del Norte salamander,NA,NA,NA,NA,NA,NA,13.3,159.6,NA,NA,acceptable,NA,159.6,NA,NA,NA,159.6,NOC,Plethodon_elongatus
Plethodon glutinosus,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Northern slimy salamander,NA,NA,NA,NA,910,910,20.1,241.2,0.00191,4.2,acceptable,4.2,241.2,NA,NA,NA,241.2,NA,Plethodon_glutinosus
Plethodon jordani,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Red-cheeked salamander,NA,NA,NA,NA,1825,1095,19.8,237.6,NA,NA,acceptable,4.94,237.6,NA,NA,NA,237.6,NA,Plethodon_jordani
Plethodon vehiculum,Chordata,Amphibia,Caudata,Plethodontidae,Plethodon,Western red-backed salamander,NA,NA,NA,NA,NA,NA,11.1,133.2,NA,NA,acceptable,46,133.2,NA,NA,NA,133.2,NA,Plethodon_vehiculum
Pleuragramma antarcticum,Chordata,Actinopterygii,Perciformes,Nototheniidae,Pleuragramma,Antarctic silverfish,NA,NA,NA,NA,NA,NA,20,240,NA,NA,acceptable,110,240,NA,NA,NA,240,NA,Pleuragramma_antarcticum
Pleurodeles poireti,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,Algerian newt,NA,NA,NA,NA,NA,NA,14,168,NA,NA,acceptable,NA,168,NA,NA,NA,168,NA,Pleurodeles_poireti
Pleurodeles waltl,Chordata,Amphibia,Caudata,Salamandridae,Pleurodeles,Iberian ribbed newt,NA,NA,NA,NA,NA,NA,19.5,234,NA,NA,acceptable,25.8,234,NA,NA,NA,234,NA,Pleurodeles_waltl
Pleuronectes platessa,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,Plaice,NA,NA,NA,NA,1038,1095,50,600,NA,NA,acceptable,3850,600,NA,NA,NA,600,NA,Pleuronectes_platessa
Ploceus cucullatus,Chordata,Aves,Passeriformes,Ploceidae,Ploceus,Village weaver,NA,NA,NA,NA,NA,NA,24,288,NA,NA,acceptable,36.2,288,NA,NA,NA,288,DIU,Ploceus_cucullatus
Plotosus lineatus,Chordata,Teleostei,Siluriformes,Plotosidae,Plotosus,Striped eel-catfish,NA,NA,NA,NA,730,NA,7,84,NA,NA,acceptable,NA,84,NA,NA,NA,84,NA,Plotosus_lineatus
Pluvialis apricaria,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,"European golden-plover, or Greater golden-plover",NA,NA,NA,NA,730,730,13.8,165.6,NA,NA,acceptable,214,153.6,NA,NA,NA,165.6,NA,Pluvialis_apricaria
Pluvialis dominica,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,American golden plover,NA,NA,NA,NA,365,365,13,156,NA,NA,questionable,118,156,NA,NA,NA,156,NA,Pluvialis_dominica
Pluvialis fulva,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pacific golden-plover,NA,NA,NA,NA,365,365,21.3,255.6,NA,NA,acceptable,135,255.6,138.3,NA,1.9166,255.6,NA,Pluvialis_fulva
Pluvialis squatarola,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Black-bellied plover,NA,NA,NA,NA,730,730,25.6,307.2,NA,NA,acceptable,224,307.2,262.6,NA,2.64698,307.2,NA,Pluvialis_squatarola
Podarcis muralis,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,Common wall lizard,NA,NA,NA,NA,NA,NA,10,120,NA,NA,acceptable,5.41,120,NA,NA,NA,120,NA,Podarcis_muralis
Podargus strigoides,Chordata,Aves,Caprimulgiformes,Podargidae,Podargus,Tawny frogmouth,NA,NA,NA,NA,NA,NA,17.9,214.8,NA,NA,acceptable,NA,NA,285,NA,5.03496,214.8,NOC,Podargus_strigoides
Podiceps cristatus,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Great crested grebe,NA,NA,NA,NA,730,730,19.2,230.4,NA,NA,acceptable,738.7,230.4,1100,NA,3.22196,230.4,NA,Podiceps_cristatus
Podiceps grisegena,Chordata,Aves,Podicipediformes,Podicipedidae,Podiceps,Red-necked grebe,NA,NA,NA,NA,365,365,11,132,NA,NA,questionable,1100,132,NA,NA,NA,132,NA,Podiceps_grisegena
